old_path	new_path	source	confidence
sources/sources/com/tsf/shell/f/f/b/a/a.java	sources/sources/com/tsf/shell/f/f/b/a/FolderTransitionA.java	direct_diff	81
sources/sources/com/tsf/shell/f/f/b/a/b.java	sources/sources/com/tsf/shell/f/f/b/a/FolderTransitionB.java	direct_diff	89
sources/sources/com/tsf/shell/f/f/b/a/c.java	sources/sources/com/tsf/shell/f/f/b/a/FolderTransitionC.java	direct_diff	86
sources/sources/com/tsf/shell/f/f/b/a/e.java	sources/sources/com/tsf/shell/f/f/b/a/FolderTransitionE.java	direct_diff	82
sources/sources/com/tsf/shell/f/f/b/a/f.java	sources/sources/com/tsf/shell/f/f/b/a/FolderTransitionF.java	direct_diff	86
sources/sources/com/tsf/shell/f/f/c/a.java	sources/sources/com/tsf/shell/f/f/c/WorkspaceShortcutTouchHandler.java	direct_diff	79
sources/sources/com/tsf/shell/f/f/d/a.java	sources/sources/com/tsf/shell/f/f/d/ScrollStateAggregator.java	direct_diff	77
sources/sources/com/tsf/shell/f/f/d/a/a.java	sources/sources/com/tsf/shell/f/f/d/a/ScrollBounceAnimation.java	direct_diff	73
sources/sources/com/tsf/shell/f/f/d/a/b.java	sources/sources/com/tsf/shell/f/f/d/a/ScrollBounceHandler.java	direct_diff	69
sources/sources/com/tsf/shell/f/g/a/a.java	sources/sources/com/tsf/shell/f/g/a/GestureMenuBlankItem.java	direct_diff	58
sources/sources/com/tsf/shell/f/g/a/d.java	sources/sources/com/tsf/shell/f/g/a/GestureMenuDrawerItem.java	direct_diff	41
sources/sources/com/tsf/shell/f/g/a/e.java	sources/sources/com/tsf/shell/f/g/a/GestureMenuEffectItem.java	direct_diff	44
sources/sources/com/tsf/shell/f/g/a/c.java	sources/sources/com/tsf/shell/f/g/a/GestureMenuItemAction.java	direct_diff	35
sources/sources/com/tsf/shell/f/g/a/f.java	sources/sources/com/tsf/shell/f/g/a/GestureMenuMarkItem.java	direct_diff	46
